filename,loc_physical,loc,cc,fan_in,fan_out
test/test_cuda_sanitizer.py,523,385,37,40,9
test/test_quantization.py,174,122,25,0,83
test/test_stateless.py,926,750,41,46,16
test/create_dummy_torchscript_model.py,36,29,2,2,3
test/test_ops_gradients.py,109,73,16,5,7
test/test_module_tracker.py,117,93,3,8,6
test/test_license.py,58,29,7,2,7
test/test_type_info.py,147,115,15,5,5
test/simulate_nccl_errors.py,50,42,6,0,5
test/test_comparison_utils.py,52,33,2,7,3
test/mkldnn_verbose.py,30,22,3,3,2
test/test_ao_sparsity.py,65,39,3,0,12
test/test_set_default_mobile_cpu_allocator.py,29,19,3,2,2
test/test_jit_llga_fuser.py,857,691,68,85,14
test/test_compile_benchmark_util.py,56,41,7,3,6
test/test_foreach.py,1627,1430,254,52,18
test/test_native_functions.py,242,160,19,29,3
test/test_mkl_verbose.py,34,29,7,2,4
test/test_sparse_csr.py,4333,3342,673,190,53
test/test_hop_infra.py,92,26,11,4,8
test/test_tensorboard.py,900,50,54,71,26
test/test_cuda.py,7362,2769,742,344,77
test/test_scatter_gather_ops.py,465,366,78,22,7
test/run_test.py,2111,393,335,45,49
test/test_autograd_fallback.py,464,366,25,35,6
test/test_ci_sanity_check_fail.py,21,10,5,2,2
test/test_cpp_extensions_stream_and_event.py,115,30,14,5,8
test/test_out_dtype_op.py,237,184,11,30,11
test/test_maskedtensor.py,1006,777,99,70,9
test/test_cuda_trace.py,127,89,10,13,6
test/test_cpp_extensions_aot.py,424,305,29,28,23
test/test_jit_string.py,332,287,8,35,2
test/test_weak.py,896,657,55,91,9
test/test_sympy_utils.py,1005,773,130,47,27
test/test_vulkan.py,163,143,12,8,6
test/test_function_schema.py,341,271,63,15,3
test/test_jit_fuser.py,991,577,65,110,14
test/test_dlpack.py,541,415,25,41,7
test/test_meta.py,1896,1320,240,88,41
test/test_prims.py,478,345,42,27,19
test/test_fx_reinplace_pass.py,393,145,15,36,8
test/test_xpu.py,803,635,51,55,21
test/test_complex.py,428,388,9,7,4
test/test_ops.py,2857,2167,559,91,32
test/test_fx_experimental.py,2129,1101,184,145,47
test/test_binary_ufuncs.py,4581,3712,509,185,21
test/test_jit_simple.py,8,5,2,0,2
test/test_file_check.py,53,18,2,2,3
test/test_autograd.py,15005,3944,895,1249,61
